ad_link,title,price,description,mileage,transmission,location,time_posted
https://www.kijiji.ca/v-cars-trucks/calgary/2024-gmc-hummer-ev-pickup-2x/m9546883,2024 GMC HUMMER EV Pickup 2X,"$126,627",Thank you for taking the time to visit Wolfe Calgary - Chev GMC Buick. We offer a large stock of new and pre-owned models. We are sure to have the perfect new or pre-owned vehicle that will fit your ...,"4,927 km",,Calgary,
https://www.kijiji.ca/v-cars-trucks/banff-canmore/2024-gmc-hummer-ev-suv-3x/m8957674,2024 GMC Hummer EV SUV 3X,"$141,942",2024 GMC HUMMER EV Pickup 3X: Void Black Menace with Lunar Luxury The 2024 GMC HUMMER EV Pickup 3X isn't your average truck; it's a force of nature cloaked in the inky depths of Void Black. This ...,26 km,,Canmore,
https://www.kijiji.ca/v-cars-trucks/ville-de-quebec/2016-nissan-leaf/m8598508,2016 Nissan Leaf,"$7,950",Chez Automobiles Desjardins Nous détenons plus de 200 véhicules en inventaires et nous vous offrons la possibilité de financement sur tous nos véhicules à partir de 2012. 1ere 2e et 3e chance au ...,"104,725 km",Automatic,Quebec,
https://www.kijiji.ca/v-cars-trucks/ouest-de-lile-qc/2018-ford-focus-electric-auto-a-c-camera-groupe-electrique/m8584537,2018 Ford Focus Electric AUTO A/C CAMERA GROUPE ÉLECTRIQUE,"$11,495",Ouvert le samedi. Inspection en plus de 60 points. Obtenez le meilleur taux de financement et même une 2e ou 3e chance au crédit. Pour plus d'information sur cette voiture et pour obtenir le rapport ...,"66,154 km",Automatic,Valleyfield,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-cadillac-lyriq-sport/m9498493,2024 Cadillac LYRIQ Sport,"$76,647","The 2024 Cadillac LYRIQ Sport in Stellar Black Metallic is a stylish and innovative electric SUV that offers a blend of performance, technology, and luxury. Its exterior boasts a sleek and ...",0 km,,Calgary,
https://www.kijiji.ca/v-cars-trucks/saint-jean-sur-richelieu/2023-toyota-bz4x-le-awd-100-electrique-mags-toit-panoramique/m9452739,2023 Toyota BZ4X LE AWD 100% ÉLECTRIQUE MAGS TOIT PANORAMIQUE,"$35,499","Saviez-vous que le concessionnaire Occasions Déry est la division de Déry Toyota pour son département de véhicules d'occasions. Nous sommes membre Toyota Certifié (certaines conditions s'appliquent), ...","17,285 km",Automatic,Saint-Jean-sur-Richelieu,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-chevrolet-blazer-ev-eawd-rs/m9544456,2024 Chevrolet Blazer EV eAWD RS,"$67,894","Lane Keeping Assist,Front Collision Warning,Back-Up Camera,Heads-Up Display,Front Collision Mitigation,Adaptive Cruise Control,Lane Departure Warning,Cruise Control,Heated Rear Seat(s),Automatic ...",10 km,Automatic,Sainte-Julie,
https://www.kijiji.ca/v-cars-trucks/laurentides/2019-nissan-leaf-sv-charge-rapide-sieges-volant-chauf-blueto/m9546787,2019 Nissan Leaf SV *CHARGE RAPIDE* SIÈGES / VOLANT CHAUF BLUETO,"$16,995","À voir! / Come see it! Version S Automatique avec Moteur électrique 110 kW, Charge rapide DC, Batterie Lithium-Ion 40 kWh, Chargeur embarqué 6.6 kW, Sièges chauffants, Volant chauffant, Caméra ...","78,915 km",Automatic,Saint-Jérôme,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-ford-f-150-lightning-flash-312a-supercrew-145/m9175979,2024 Ford F-150 Lightning Flash | 312A | SuperCrew 145,"$76,210",**WE WILL BEAT ANY FORD DEALER IN THE CITY** The Ford F-Series has been the best selling truck in Canada for 56 years. Its now time to charge into the future with the electric-powered F-150 ...,34 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2025-chevrolet-blazer-ev-awd-lt/m9544455,2025 Chevrolet Blazer EV AWD LT,"$60,599","Remote Trunk Release,Automatic Highbeams,Heated Steering Wheel,Floor Mats,Power Mirror(s),Passenger Adjustable Lumbar,Front Collision Warning,Nickel Cobalt Manganese Traction Battery,Heated ...",10 km,Automatic,Sainte-Julie,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-cadillac-lyriq-luxury/m9544454,2024 Cadillac LYRIQ Luxury,"$86,984","Rear Parking Aid,Front Collision Mitigation,Automatic Parking,Back-Up Camera,Integrated Turn Signal Mirrors,Power Folding Mirrors,Front Collision Warning,Heated Mirrors,Aerial View Display ...",10 km,Automatic,Sainte-Julie,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-nissan-leaf-sv-plus-2-sets-of-wheels-and-tires-plus-ran/m7960099,2022 Nissan LEAF SV PLUS / 2 Sets of wheels and tires / Plus Ran,"$34,888","2022 Nissan LEAF SV PLUS - Save Big with Additional Rebates and Unique Features Overview: Get ready to experience the future of driving with this 2022 Nissan LEAF SV PLUS, with a unique color and an ...","25,160 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-nissan-leaf-sl-plus-charger-included/m7960079,2020 Nissan LEAF SL PLUS / Charger Included,"$31,888","SAVE AN ADDITIONAL $2500, REBATE NOW AVAILABLE! Never pay for gas and oil changes with this extended range Nissan Leaf EV! Leather, Loaded, Navigation, Around view monitor, backup camera, heated ...","64,312 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-mercedes-benz-esprinter-cargo-van/m8962810,2024 Mercedes-Benz ESprinter Cargo Van,"$114,915","Come see our great selection of New, Pre-Owned, and Demo Sprinter and Metris Cargo and Passenger Vans. Financing and Leasing rates start at 5.99%* for New Vans for 60 Months and 7.99% for Pre-Owned ...",90 km,Automatic,Oakville,
https://www.kijiji.ca/v-cars-trucks/ottawa/2024-mercedes-benz-eqe-eqe-350-4matic/m8418578,2024 Mercedes-Benz EQE EQE 350 4MATIC,"$100,071",Ogilvie Motors Limited Engine: 0L L/100Km City: 2.7 L/100Km Hwy: 2.9,7 km,Automatic,Ottawa,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2023-volkswagen-id-4-pro-s-statement-awd-navigation-cuir-c/m8893106,2023 Volkswagen ID.4 PRO S / STATEMENT/ AWD/NAVIGATION /CUIR / C,"$42,995",MAGNIFIQUE ID4 PRO S CERTIFIÉ VOLKSWAGEN ! AWD / INTERIEUR CUIR / JANTE ALLUMINIUM / NAVIGATION / APPLE CARPLAY / ANDROID AUTO / BLUETOOTH / CAMERA DE RECUL / SIEGES CHAUFFANTS / AIDES A LA CONDUITE ...,"12,541 km",Automatic,Sherbrooke,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2023-volkswagen-id-4-pro-awd-2-812-kilo-carplay-jantes-c/m8739902,2023 Volkswagen ID.4 PRO / AWD / 2 812 KILO / CARPLAY/ JANTES/ C,"$42,995",VOLKSWAGEN ID.4 PRO 2023 ! SEULEMENT 4000 KILOMÈTRES ! 8000$ DE MOINS QU'UN NEUF RABAIS INCLUS. INTERIEUR EN TISSUS / SIEGES CHAUFFANTS / NOUVELLE INTERFACE VW / AWD / AUTONOMIE DE KILOMÈTRES ! ...,"4,156 km",Automatic,Sherbrooke,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2024-audi-q4-e-tron/m8670166,2024 Audi Q4 e-tron,"$61,977","""La trousse de certification est disponible pour cette voiture. Voici les grandes lignes de la liste de v�rification de la voiture : Cette voiture b�n�ficie de l'inspection compl�te Audi En plus de ...","17,200 km",Automatic,Sherbrooke,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2024-audi-q4-e-tron/m8670232,2024 Audi Q4 e-tron,"$60,977","La trousse de certification est disponible pour cette voiture. Cette voiture beneficie de l'inspection complete Audi En plus de vous procurer la tranquillite d'esprit, la trousse de certification, ...","10,400 km",Automatic,Sherbrooke,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2022-audi-q4-e-tron/m8670234,2022 Audi Q4 e-tron,"$46,477","La trousse de certification est disponible pour cette voiture. Cette voiture beneficie de l'inspection complete Audi En plus de vous procurer la tranquillite d'esprit, la trousse de certification, ...","22,169 km",Automatic,Sherbrooke,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-silverado-ev-wt/m9052035,2024 Chevrolet Silverado EV WT,"$86,899","This Chevrolet Silverado EV delivers a Electric engine powering this Automatic transmission. WORK TRUCK PREFERRED EQUIPMENT GROUP, LPO, UNIVERSAL LATCH (2-PACK), LPO, SPLASH GUARDS, MOLDED, BLACK, ...",27 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/chilliwack/2021-tesla-model-y-standard-range-rwd-bc-only-adaptive/m9121561,2021 Tesla Model Y STANDARD RANGE RWD | BC ONLY | ADAPTIVE,"$41,830","This Tesla Model Y delivers a Electric engine powering this Automatic transmission. Window Grid Antenna, Valet Function, Trip Computer. * This Tesla Model Y Features the Following Options * ...","86,520 km",Automatic,Chilliwack,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2024-kia-ev6-land-w-gt-line-pkg-1-power-liftgate/m9264948,2024 Kia EV6 Land w/GT-Line Pkg 1 - Power Liftgate,"$63,279","Power Liftgate, Synthetic Leather Seats, 360 Camera, Electric Vehicle, Heated Steering Wheel! As a Premium Kia dealership in Scarborough, we offer a wide selection of new and used Kia vehicles. This ...",50 km,Automatic,Scarborough,
https://www.kijiji.ca/v-cars-trucks/abbotsford/2020-kia-niro-ev-sx-touring-sunroof-navigation-carplay/m9165376,2020 Kia Niro EV SX Touring | Sunroof | Navigation | Carplay,"$30,976","This Kia Niro EV boasts a Electric engine powering this Automatic transmission. Wheels: 17 Alloy, Variable Intermittent Wipers, Trip Computer. *This Kia Niro EV Features the Following Options * ...","36,669 km",Automatic,Abbotsford,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-hyundai-ioniq-5-preferred-awd-lane-keep-assist/m9417784,2024 Hyundai IONIQ 5 Preferred | AWD | LANE KEEP ASSIST,Please Contact,"Cash Pricing Incentive applied. Financing subject to On Approved Credit, please contact dealer for details. Sherwood Park Hyundai, AMVIC Licensed Dealer Engine: Electric Safety Equipment Electronic ...",12 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/lanaudiere/2023-kia-ev6-gt-awd-a-c-toit-ouvrantcamera-360-navigation/m8824990,2023 Kia EV6 GT AWD A/C TOIT OUVRANTCAMERA 360 NAVIGATION,"$47,985",écran panoramique - toit ouvrant - mag et pneus 21 po - banc et volant chauffant - cruise intelligent adaptatif - Information 7 jours sur 7. Appelez ou Textez-nous : 450/760/8834--ACHETEZ EN LIGNE! ...,"47,248 km",Automatic,Joliette,
,,"$59,977",,,,,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/nissan-leaf-2016-sl-comme-neuve-cuir/1703894946,Nissan Leaf 2016 SL comme neuve /Cuir,"$13,200","Nissan Leaf SL cuir toutes options, navigation, air climatisé, mags, chargeur 110V inclus, système de son Boose, et j en passe. Comme une, batterie encore excellente. Autonomie environ 148KM Jamais ...","84,840 km",Automatic,Saint-Léonard,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2023-subaru-solterra-awd-demo-parfaite-condition/m8670368,2023 Subaru SOLTERRA AWD DEMO/ PARFAITE CONDITION,"$35,988",SYSTEME AUDIO HARMAN KARDON/ CHARGEUR DE TELEPHONE SANS FILES/ SIEGES CHAUFFANT/ AIDE AU STATIONNEMENT/ VOLANT CHAUFFANT/ CAMERA 360/ APPLE CARPLAY/ ANDROID AUTO/ SIRIUS XM/ ENTRE SANS CLES/ ...,"24,987 km",Automatic,Sherbrooke,
https://www.kijiji.ca/v-cars-trucks/sherbrooke-qc/2020-hyundai-ioniq-electric-preferred-hatchback-1seule-femme-pro/m9465129,2020 Hyundai Ioniq Electric Preferred Hatchback 1seule femme pro,"$21,488","Subaru de Sherbrooke est votre r�f�rence de choix pour votre prochaine voiture d'occasion de qualit�. Subaru Sherbrooke vous offre un grand choix de v�hicules d'occasion inspect�s, certifi�s et ...","21,353 km",Automatic,Sherbrooke,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2016-nissan-leaf-sl-camera-recul-navigation-cuir-cruise/m9399603,2016 Nissan Leaf SL / Camera Recul / Navigation / Cuir / Cruise,"$12,295",PAYEZ $0 ESSENCE!! COMPLETEMENT ELECTRIQUE / AUCUN ACCIDENT / A VOIR!! Ce véhicule est éligible au programme certifié . Le programme certifié vous offre : 1- Une garantie du manufacturier de 3 mois / ...,"74,117 km",Automatic,Saint-Léonard,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-cadillac-lyriq-luxury-ev-awd-super-cruise-akg-speakers/m8758255,2024 Cadillac LYRIQ Luxury EV AWD | Super Cruise | AKG Speakers,"$88,782","PROPULSION ELECTRIC AWD,SUNROOF POWER DUAL PANEL PANORAMIC SLIDING WITH POWER SUNSHADE,CHARGING MODULE 19.2 KW AC ENABLES UP TO 240V/100A CHARGING,OPULENT BLUE METALLIC,Rear Parking Aid,Front ...",122 km,Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-cadillac-lyriq-sport-ev-awd-super-cruise-akg-speakers/m8624327,2024 Cadillac LYRIQ Sport EV AWD | Super Cruise | AKG Speakers,"$87,382","This Cadillac LYRIQ has a strong Electric engine powering this Automatic transmission. *You Can't Beat the Price with These Options * SPORT PREFERRED EQUIPMENT GROUP includes standard equipment, ...",8 km,Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-cadillac-lyriq-luxury-ev-awd-adaptive-cruise-360/m8740419,2024 Cadillac LYRIQ Luxury EV AWD | Adaptive Cruise | 360,"$81,237","This Cadillac LYRIQ has a strong Electric engine powering this Automatic transmission. *Get Your Money's Worth for this Cadillac LYRIQ with These Options * STELLAR BLACK METALLIC, PROPULSION, ...",7 km,Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/truro/2023-ford-mustang-mach-e-premium-197-wk-tx-one-owner-low-kms/m9291313,2023 Ford MUSTANG MACH-E PREMIUM $197/WK+TX! ONE OWNER! LOW KMS!,"$53,996","The 2023 Ford Mustang Mach-E Premium AWD is a fully electric SUV that combines the iconic Mustang heritage with modern, eco-friendly technology. This model offers a dual-motor all-wheel-drive system, ...","19,046 km",Automatic,Truro,
https://www.kijiji.ca/v-cars-trucks/abbotsford/2021-tesla-model-3-performance-awd-sunroof-aerial-view/m8802839,2021 Tesla Model 3 Performance AWD | Sunroof | Aerial View,"$44,812","This Tesla Model 3 boasts a Electric engine powering this Automatic transmission. Window Grid Antenna, Wheels: 20 x 8.5 Uberturbine, Variable Intermittent Wipers. *This Tesla Model 3 Comes Equipped ...","77,978 km",Automatic,Abbotsford,
https://www.kijiji.ca/v-cars-trucks/shawinigan/2023-chevrolet-bolt-euv-lt-mags-a-c-camera-subvention-incluse/m8962465,2023 Chevrolet BOLT EUV LT Mags A/C Caméra Subvention incluse,"$27,995",*** TEXTEZ-NOUS AU 819-801-5001 (TROIS-RIVIÈRES) 819-805-2929 (SHAWINIGAN) POUR UNE RÉPONSE RAPIDE *** Le Bolt EUV LT incarne l'avenir de la conduite électrique avec style et fonctionnalité. Arborant ...,"47,919 km",Automatic,SHAWINIGAN,
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-mercedes-benz-esprinter-cargo-van/m8962348,2024 Mercedes-Benz ESprinter Cargo Van,"$113,073","Come see our great selection of New, Pre-Owned, and Demo Sprinter and Metris Cargo and Passenger Vans. Financing and Leasing rates start at 5.99%* for New Vans for 60 Months and 7.99% for Pre-Owned ...",90 km,Automatic,Oakville,
https://www.kijiji.ca/v-cars-trucks/muskoka/2023-ford-f-150-lightning-lariat-certified-pre-owned-lari/m9306661,2023 Ford F-150 Lightning Lariat | CERTIFIED PRE-OWNED | LARI...,"$70,980","This One Owner, 2023 Ford F-150 Lighting Lariat Crew Cab 5.5 Ft. Box Is Presented In The Oxford White Exterior, With The Black/Grey Leather Trimmed Seats On The Interior, and Is Powered By The Dual ...","23,913 km",Automatic,Huntsville,
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-mercedes-benz-esprinter-cargo-van/m8962319,2024 Mercedes-Benz ESprinter Cargo Van,"$114,915","Come see our great selection of New, Pre-Owned, and Demo Sprinter and Metris Cargo and Passenger Vans. Financing and Leasing rates start at 5.99%* for New Vans for 60 Months and 7.99% for Pre-Owned ...",90 km,Automatic,Oakville,
https://www.kijiji.ca/v-cars-trucks/edmonton/2023-tesla-model-3-long-range/m9280593,2023 Tesla Model 3 Long Range,"$49,900","This Tesla Model 3 has a dependable Electric engine powering this Automatic transmission. Window Grid Antenna, Wheels: 18 x 8.5 Aero, Valet Function. *These Packages Will Make Your Tesla Model 3 Long ...","40,990 km",Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-bmw-ix-xdrive40-premium-enhanced-package-ix/m9545914,2023 BMW IX XDrive40 Premium Enhanced Package[iX],"$59,998","13CF - iX xDrive40 ZGT - Premium Enhanced Package[iX] 1LD - 22inch Aero Wheels, 1020, Jet Black, Burnished, Perf. Non-RFT 453 - Sièges avant ventilés 4NR - Interior Camera 2VR - Adaptive 2-Axle Air ...","44,000 km",Automatic,Sainte-Julie,
https://www.kijiji.ca/v-cars-trucks/hamilton/2024-kia-ev6-land-ev/m9488616,2024 Kia EV6 Land | EV,"$49,995","Come visit our Kia of Hamilton team, you can find us at 1885 Upper James St. Hamilton, ON L9B 1K8, or call us at (905) 547-7726 to book a test drive today! At Kia of Hamilton we strive to exceed ...","20,638 km",Automatic,Hamilton,
https://www.kijiji.ca/v-cars-trucks/laurentides/2017-chevrolet-volt-lt-sieges-volant-chauff-gr-confort-wi-f/m9545949,2017 Chevrolet Volt LT *SIÈGES / VOLANT CHAUFF* GR. CONFORT WI-F,"$14,995","À voir! / Come see it! TRÈS BIEN ÉQUIPÉ / VERY WELL EQUIPPED. Version LT Hybrid avec Moteur électrique rechargeable Voltec (111 kW) + Prolongateur d'autonomie 1.5L (75 kW), Batterie lithium-ion 18.4 ...","148,220 km",Automatic,Saint-Jérôme,
https://www.kijiji.ca/v-cars-trucks/ottawa/2023-audi-q4-e-tron/m9386394,2023 Audi Q4 e-tron,"$51,938","2023 Audi Q4 e-tron quattro Blue quattro quattro 1-Speed Automatic Electric Motor | Passed Inspection, Air Conditioning, Brake assist, Exterior Parking Camera Rear, Front dual zone A/C, Heated front ...","32,829 km",Automatic,Ottawa,
https://www.kijiji.ca/v-cars-trucks/gatineau/2021-hyundai-kona-electric-preferred/m8582751,2021 Hyundai Kona Electric Preferred,"$24,995","This Hyundai Kona Electric delivers a Electric engine powering this Automatic transmission. PULSE RED W/BLACK ROOF, BLACK, CLOTH SEAT TRIM, Wheels: 17 x 7.0J Aluminum Alloy. * This Hyundai Kona ...","45,826 km",Automatic,Gatineau,
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-mercedes-benz-esprinter-cargo-van/m8962256,2024 Mercedes-Benz ESprinter Cargo Van,"$115,580","Come see our great selection of New, Pre-Owned, and Demo Sprinter and Metris Cargo and Passenger Vans. Financing and Leasing rates start at 5.99%* for New Vans for 60 Months and 7.99% for Pre-Owned ...",90 km,Automatic,Oakville,
https://www.kijiji.ca/v-cars-trucks/ottawa/2024-volkswagen-id-4-pro-awd-tow-package-fast-charging/m8274866,2024 Volkswagen ID.4 Pro AWD  - Tow Package -  Fast Charging,"$64,246","Tow Package, Electric Vehicle, Fast Charging, Navigation, Wireless Charging! This 2024 Volkswagen ID.4 ushers in a new dawn of sustainability, with an iconic design and exciting performance. ...","6,750 km",Automatic,Nepean,
https://www.kijiji.ca/v-cars-trucks/laurentides/2019-chevrolet-bolt-ev-lt-charge-rapide-gr-confort-sieges-chau/m9545904,2019 Chevrolet Bolt EV LT CHARGE RAPIDE *GR CONFORT* SIÈGES CHAU,"$19,995","À voir! / Come see it! VÉHICULE CANADIEN / CANADIAN CAR. Version LT avec Moteur électrique (150 kW), Batterie Lithium-ion 60 kWh, Groupe confort / commodité, Sièges chauffants, Volant chauffant, ...","98,372 km",Automatic,Saint-Jérôme,
